# Water Recovery,Inlet Salinity,LCOW,SEC,Evaporator area,Compressor pressure ratio
7.237500e-01,7.000000e-02,nan,nan,nan,nan
7.275000e-01,3.500000e-02,3.418404e+00,1.285145e+01,9.697479e+02,1.312052e+00
7.275000e-01,7.000000e-02,nan,nan,nan,nan
7.312500e-01,3.500000e-02,3.416317e+00,1.283945e+01,9.758803e+02,1.311721e+00
7.312500e-01,7.000000e-02,nan,nan,nan,nan
7.350000e-01,3.500000e-02,3.414292e+00,1.282782e+01,9.820212e+02,1.311400e+00
7.350000e-01,7.000000e-02,nan,nan,nan,nan
7.387500e-01,3.500000e-02,3.412329e+00,1.281658e+01,9.881711e+02,1.311090e+00
7.387500e-01,7.000000e-02,nan,nan,nan,nan
7.425000e-01,3.500000e-02,3.410429e+00,1.280572e+01,9.943302e+02,1.310791e+00
7.425000e-01,7.000000e-02,nan,nan,nan,nan
7.462500e-01,3.500000e-02,3.408593e+00,1.279526e+01,1.000499e+03,1.310503e+00
7.462500e-01,7.000000e-02,nan,nan,nan,nan
7.500000e-01,3.500000e-02,3.406821e+00,1.278519e+01,1.006679e+03,1.310226e+00
7.500000e-01,7.000000e-02,nan,nan,nan,nan
