# Water Recovery,Inlet Salinity,Membrane Area,Operating Pressure,LCOW,SEC
6.333333e-01,2.333333e-02,1.300911e+02,6.020856e+06,5.435225e-01,3.321612e+00
6.333333e-01,3.000000e-02,1.293022e+02,7.523554e+06,6.593731e-01,4.192959e+00
6.333333e-01,3.666667e-02,nan,nan,nan,nan
6.333333e-01,4.333333e-02,nan,nan,nan,nan
6.333333e-01,5.000000e-02,nan,nan,nan,nan
6.333333e-01,5.666667e-02,nan,nan,nan,nan
6.333333e-01,6.333333e-02,nan,nan,nan,nan
6.333333e-01,7.000000e-02,nan,nan,nan,nan
6.500000e-01,1.000000e-02,1.258455e+02,3.346152e+06,3.276242e-01,1.750590e+00
6.500000e-01,1.666667e-02,1.282693e+02,4.755374e+06,4.333474e-01,2.527597e+00
6.500000e-01,2.333333e-02,1.316274e+02,6.232249e+06,5.461141e-01,3.351988e+00
6.500000e-01,3.000000e-02,1.274324e+02,7.844329e+06,6.644877e-01,4.262012e+00
6.500000e-01,3.666667e-02,nan,nan,nan,nan
6.500000e-01,4.333333e-02,nan,nan,nan,nan
6.500000e-01,5.000000e-02,nan,nan,nan,nan
6.500000e-01,5.666667e-02,nan,nan,nan,nan
6.500000e-01,6.333333e-02,nan,nan,nan,nan
6.500000e-01,7.000000e-02,nan,nan,nan,nan
6.666667e-01,1.000000e-02,1.273335e+02,3.435982e+06,3.268065e-01,1.754071e+00
6.666667e-01,1.666667e-02,1.295528e+02,4.915873e+06,4.347550e-01,2.549378e+00
6.666667e-01,2.333333e-02,1.331839e+02,6.463674e+06,5.500088e-01,3.391515e+00
6.666667e-01,3.000000e-02,nan,nan,nan,nan
6.666667e-01,3.666667e-02,nan,nan,nan,nan
6.666667e-01,4.333333e-02,nan,nan,nan,nan
6.666667e-01,5.000000e-02,nan,nan,nan,nan
6.666667e-01,5.666667e-02,nan,nan,nan,nan
6.666667e-01,6.333333e-02,nan,nan,nan,nan
6.666667e-01,7.000000e-02,nan,nan,nan,nan
6.833333e-01,1.000000e-02,1.287246e+02,3.534389e+06,3.265438e-01,1.761783e+00
6.833333e-01,1.666667e-02,1.307622e+02,5.092837e+06,4.371700e-01,2.578598e+00
6.833333e-01,2.333333e-02,1.348015e+02,6.718077e+06,5.553448e-01,3.441057e+00
6.833333e-01,3.000000e-02,nan,nan,nan,nan
6.833333e-01,3.666667e-02,nan,nan,nan,nan
6.833333e-01,4.333333e-02,nan,nan,nan,nan
6.833333e-01,5.000000e-02,nan,nan,nan,nan
6.833333e-01,5.666667e-02,nan,nan,nan,nan
6.833333e-01,6.333333e-02,nan,nan,nan,nan
6.833333e-01,7.000000e-02,nan,nan,nan,nan
7.000000e-01,1.000000e-02,1.300018e+02,3.643106e+06,3.268999e-01,1.774290e+00
7.000000e-01,1.666667e-02,1.319117e+02,5.289046e+06,4.407166e-01,2.616128e+00
7.000000e-01,2.333333e-02,1.365384e+02,6.998926e+06,5.622937e-01,3.501654e+00
7.000000e-01,3.000000e-02,nan,nan,nan,nan
7.000000e-01,3.666667e-02,nan,nan,nan,nan
7.000000e-01,4.333333e-02,nan,nan,nan,nan
7.000000e-01,5.000000e-02,nan,nan,nan,nan
7.000000e-01,5.666667e-02,nan,nan,nan,nan
7.000000e-01,6.333333e-02,nan,nan,nan,nan
7.000000e-01,7.000000e-02,nan,nan,nan,nan
